"clust",794,693
"clutch",746,671
"clyd",1430,668
"clydebank",157,154
"cm",1385,852
"cma",538,296
"cmb",229,115
"cme",6693,2894
"cmpltn",446,214
"cms",684,324
"cn",491,364
"cna",585,185
"cnb",3067,1179
"cnbc",284,181
"cnd",335,161
"cnl",260,252
"cnmv",434,176
"cnn",1744,1156
"cnpc",220,106
"cnr",250,185
"cns",463,213
"cnstrctn",139,136
"cntr",117,117
"co2",243,129
"coach",12008,6157
"coal",44885,22294
"coalmin",141,110
"coars",599,357
"coast",28976,17653
"coastguard",602,303
"coastlin",501,433
"coat",2601,1674
"coattail",121,115
"coax",181,173
"cob",2799,1047
"cobalt",3077,953
"cobbl",210,207
"cobelfret",143,134
"cobr",410,257
"coca",4081,1793
"cocain",2056,1111
"cocer",281,157
"cochin",647,366
"cochr",256,140
"cock",185,126
"cockerill",403,173
"cockpit",421,337
"cocktail",915,811
"cocoa",10971,3189
"coconut",2745,981
"cod",384,233
"code",7027,4730
"codelc",817,273
"codenam",235,226
"codif",138,113
"coe",225,151
"coelh",253,224
"coerc",490,438
"coetz",779,425
"coexist",122,116
"coff",1111,1073
"coffee",28591,6568
"coffin",625,469
"cofid",435,333
"cogen",397,230
"cognac",306,173
"cohabit",433,290
"cohen",3383,1343
"cohes",1095,941
"coil",1178,679
"coin",2080,1208
"coinc",2824,2776
"coincid",1229,868
"coke",2256,1218
"cokoladovn",234,195
"col",1204,697
"cola",4424,1898
"colanin",314,132
"colby",209,193
"colchest",171,164
"cold",13206,9309
"cole",2825,1607
"colem",1011,586
"colgat",796,500
"coli",619,246
"colin",2845,2704
"coll",1262,1017
"collabor",2581,2102
"collaps",13524,11018
"collar",908,753
"collat",330,243
"collater",1467,1166
"colleagu",4905,4408
"collect",15242,11338
"colleg",4606,3278
"collet",234,214
"colli",304,236
"collid",1809,1246
"collin",2045,1374
"collingwood",201,125
"collud",169,145
"collus",204,176
"colly",294,133
"collymor",182,117
"colm",231,172
"colo",828,659
"cologn",1244,861
"colomb",21796,9161
"colon",13569,9166
"colonel",2142,1744
"colonial",132,119
"color",4470,3426
"colorad",4659,3204
"coloss",153,124
"colston",981,252
"colt",423,226
"coltart",126,116
"columb",6034,3449
"columbus",1445,1002
"column",4303,3286
"com",2298,1784
"coma",300,232
"comalc",627,196
"coman",107,106
"comanch",197,131
"comapn",181,180
"comb",2161,1091
"combat",4653,4094
"combin",25696,20815
"combo",265,124
"combust",320,238
"comcast",604,256
"come",31860,28291
"comeback",1706,1457
"comed",974,652
"comer",284,192
"comerc",607,418
"comercio",163,147
"comet",417,216
"comex",5891,2417
"comfort",7511,6526
"comi",169,153
"comic",385,278
"cominc",284,110
"comit",492,434
"coml",192,192
"command",15174,10195
"commandeer",156,142
"commando",713,543
"commem",1603,1603
"commemor",1234,1037
"commenc",7927,2805
"commend",338,324
"commensur",156,149
"comment",63507,50225
"commer",452,431
"commerc",58109,41881
"commercial",1098,1013
"commerzbank",2307,1437
"commis",346,331
"commit",178870,93519
"commmit",131,131
"commod",25381,19354
"commodor",334,178
"common",59937,35066
"commonplac",200,197
"commonwealth",5449,3859
"commun",88214,54357
"communic",328,193
"commut",1371,1057
"comor",385,185
"comoro",377,178
"comp",683,458
"compact",1602,1156
"compagnie",947,804
"compagnon",338,137
"compan",473946,221764
"companc",223,155
"companh",970,888
"compaq",2650,930
"compar",89915,68168
"compart",324,217
"compass",702,429
"compatibl",1246,1093
"compatriot",1387,1263
"compel",1344,1290
"compens",12224,8854
"compet",68307,45525
"competit",7394,6286
"compil",5394,5239
"compl",13488,11894
"complac",689,627
"complain",15911,12039
"comple",734,693
"complet",50462,41349
"complex",10789,8855
"compli",171,168
"complt",331,193
"compo",135,134
"compon",10230,8346
"compos",2787,2455
"composit",9572,7498
"compostel",536,388
"composur",288,278
"compound",4636,3511
"compr",7856,7424
"comprehend",3836,3506
"compress",1173,859
"comprom",7877,6044
"comptrol",1196,672
"compuls",2216,1751
"compus",334,122
"compuserv",1552,390
"comput",38017,20730
"comrad",1896,1452
"con",4935,2688
"conagr",393,153
"conc",6132,6061
"concacaf",158,113
"conceal",1094,998
"conced",3184,2994
"conceicao",118,103
"conceiv",686,669
"concensus",122,115
"concent",12193,10160
"concepc",170,108
"concept",3634,3039
"conceptual",103,101
"concern",56732,44705
"concert",3690,2317
"concess",8354,5754
"conchit",337,321
"concil",498,416
"conciliat",575,536
"conclud",14935,13100
"concord",918,541
"concret",4558,3998
"concur",785,749
"concuss",179,148
"cond",48296,37663
"condemn",7143,5658
"condens",3665,2966
"condit",1995,1480
"condol",608,490
"condom",695,292
"condomin",685,540
"condon",315,285
"condor",227,130
"conduc",15849,13939
"conduit",412,371
"cone",668,400
"conf",1324,901
"confect",612,538
"confection",819,598
"confed",3623,2829
"confer",65135,47618
"confess",2201,1617
"confid",37835,28702
"configur",551,476
"confin",2031,1920
"confindustr",364,242
"confirm",37640,30170
"confisc",1880,1552
"conflict",12670,10104
"conform",1339,1243
"confound",308,300
"confront",4942,4369
"confus",4224,3663
"cong",4898,2418
"congest",2203,1388
"conglom",6282,5579
"congol",495,352
"congratul",1390,1122
"congreg",294,265
"congress",35184,18322
"congressm",1490,1197
"conillon",191,104
"conjunct",1188,1161
"connect",13172,11203
"connecticut",3085,1865
"connel",565,280
"connie",255,160
"connol",559,474
"connor",1707,989
"conoc",855,442
"conqu",603,577
"conqueror",119,112
"conquest",210,177
"conrad",661,498
"conrail",3885,521
"consc",1746,1614
"conscient",121,102
"conscrib",501,362
"consec",623,145
"consecut",7314,6767
"conseil",198,167
"consensual",193,147
"consensus",13216,10611
"consent",2232,1562
"consequ",4215,3963
"conserv",27076,15619
"conservat",141,120
"consid",30273,26619
"consign",1000,890
"consist",11273,10366
"consob",500,249
"consol",1014,818
"consolid",30252,23245
"consort",12875,7979
"conspicu",254,251
"conspir",3551,2666
"const",5745,4312
"constabl",126,117
"constant",460,320
"constantin",524,396
"constantinescu",1759,714
"constel",204,150
"constitu",3329,2491
"constitut",19892,12544
"constr",232,202
"constrain",2274,2067
"constrctn",269,167
"constru",225,223
"construc",37332,25807
"construccion",341,328
"consul",2102,1415
"consult",19170,15302
"consultor",134,102
"consum",80824,44071
"cont",2415,1111
"contact",16331,12208
"contag",375,326
"contain",21159,8577
"contamin",1748,1217
"contang",1190,840
"contempl",1258,1207
"contempor",370,340
"contempt",515,396
"contend",3641,3377
"content",11095,8759
"contest",5681,4619
"context",2062,1895
"contigu",137,128
"contin",11130,7178
"conting",2494,2193
"continu",138614,102727
"continual",667,656
"contr",2905,2648
"contraband",250,210
"contracept",380,234
"contract",101972,55706
"contractual",759,705
"contradict",1654,1553
"contrast",5368,5097
"contrav",416,401
"contravent",135,134
"contribut",32555,25846
"control",72727,53157
"controvers",11975,10627
"contruc",250,245
"conv",2802,2180
"conval",174,160
"convalesc",268,258
"conven",1503,1282
"convent",9974,6362
"converg",4963,3469
"convers",9864,7204
"convert",7596,6058
"convertibl",9777,5276
"convey",881,828
"conveyor",209,148
"convict",8711,6159
"convinc",8364,7709
"convoy",1197,907
"conway",645,377
"coo",575,499
"cook",5107,2860
"cool",7835,6318
"coolee",242,242
"coon",240,226
"cooney",118,111
"coop",31997,22667
"coor",470,107
"coordin",7712,6682
"cop",32536,10812
"copa",562,328
"copc",424,195
"cope",2643,2411
"copel",216,119
"copenhagen",4040,3001
"coporat",113,112
"copr",748,313
"copy",4970,4045
"copyright",1283,634
"cor",608,431
"corach",191,101
"coral",571,394
"cord",1113,747
"cordeir",150,141
"cordi",197,121
"cordial",317,301
"cordob",433,286
"cordon",933,785
"core",14542,11017
"corel",274,125
"corey",300,272
"corimon",403,293
"corin",170,158
"corinth",282,158
"cork",990,603
"corn",29730,11086
"cornbelt",855,653
"cornel",284,221
"cornerston",735,637
"cornwal",155,118
"coron",938,636
"coronat",224,140
"corp",140667,96008
"corpor",56161,40211
"corporac",416,390
"corps",769,583
"corpus",307,240
"correa",192,130
"correct",28384,18735
"correl",570,478
"correspons",3850,3581
"corretj",399,228
"corridor",2152,1585
"corrier",457,388
"corrobor",116,108
"corroon",176,115
"corros",183,146
"corrug",295,207
"corrupt",12812,7739
"cors",215,136
"corsic",1394,423
"cort",335,188
"cortec",465,329
"corun",719,574
"corvet",180,118
"cory",166,145
"cos",3668,3189
"cosatu",502,176
"cosby",810,106
"cosc",618,209
"cosip",445,156
"cosm",556,283
"cosmet",1523,1185
"cosmo",402,189
"cosmodrom",146,109
"cosmonaut",858,368
"cossack",400,175
"cost",124915,77313
"costantin",222,220
"costel",2965,1156
"costl",162,158
"costum",367,311
"cosy",168,167
"cot",778,520
"cote",280,154
"cotton",13331,4848
"cottonseed",1670,727
"couch",203,156
"cough",242,202
"couldn",2081,1946
"coulthard",172,125
"council",50408,25973
"councillor",709,563
"counsel",3597,2764
"counsellor",326,292
"count",48879,29283
"countdown",402,340
"counten",128,128
"counteract",305,297
"counterattack",134,118
"counterbalanc",313,295
"counterfeit",522,258
"counterinsurg",128,117
"countermeasur",129,109
"counterpart",6165,5789
"counterproduc",259,248
"counterweight",252,234
"countr",175995,105175
"countrym",329,317
"countrysid",788,709
"countryw",747,548
"coup",6457,4073
"coupl",13942,12350
"coupon",32087,20464
"cour",1746,1490
"cours",811,631
"court",76485,33287
"courtauld",359,128
"courtes",440,414
"courthous",680,517
"courtney",380,281
"courtroom",1329,996
"courtyard",242,211
"coury",1092,669
"cousin",729,578
"cout",209,133
"coutur",211,111
"cove",19862,16929
"coven",887,615
"coventr",913,624
"cover",28040,23227
"covert",496,413
"covet",410,407
"cow",5437,2892
"coward",297,265
"cowboy",560,287
"cowdenbeath",127,126
"cowel",167,116
"cowen",817,679
"cowley",237,109
"cox",1589,811
"coy",136,121
"coyot",279,146
"cp",2086,1110
"cpa",196,115
"cpc",2154,796
"cpi",18112,7279
"cpm",333,197
"cpn",3877,3538
"cpo",482,249
"cpp",931,315
"cps",410,332
"cr",525,458
"cra",1813,894
"crab",207,129
"crack",7464,5851
"crackdown",3871,3145
"cradl",243,239
"craft",2459,1928
"craig",2953,2584
"craigie",171,141
"craiov",190,106
"cram",621,525
"cramp",390,365
"cran",1411,1012
"cranbrook",153,152
"crandal",296,129
"crank",224,205
"crash",12709,6714
"crat",493,363
"craton",203,131
"crav",359,272
"crawford",802,597
"crawl",829,700
"crawley",374,279
"craz",268,248
"crazy",958,883
"crb",949,644
"creak",215,211
"cream",1265,834
"creas",232,200
"creat",45456,35650
"creatur",293,234
"cred",213,169
"credent",1067,962
"credibl",5186,4305
"credit",70330,40447
"creditanstalt",3405,1567
"creditwatch",450,273
"creditworth",306,282
"creek",1254,825
"creep",1059,1000
"cremat",314,199
"crept",685,672
"cresc",774,464
"cresp",167,111
"cresson",217,139
"crest",959,545
"cret",189,131
"creutzfeldt",316,303
"crew",8714,4978
"crewm",248,186
"cri",201,183
"cricket",8427,5040
"crim",15493,9268
"crimean",196,145
"crimin",11775,8188
"crimp",181,180
"crip",192,152
"crippl",2179,2067
"cris",26653,18134
"crisil",728,273
"crisp",358,284
"criss",129,126
"crist",374,223
"cristin",1266,1101
"cristob",289,243
"criter",12835,7610
"critic",24314,20050
"criticis",10537,9457
"crivill",266,112
"croat",21417,6538
"croft",664,361
"croix",153,120
"crom",1002,605
"crompton",408,336
"cronin",282,172
"cronj",657,360
"cronull",152,101
"crony",188,179
"crook",490,325
"crop",37083,15408
"crosb",831,649
"cross",24085,17149
"crossbar",130,118
"crossbred",152,138
"crossfir",221,201
"crossland",253,228
"crossroad",335,286
"crosthwait",115,109
"crouch",155,127
"crow",423,280
"crowd",9537,7305
"crowley",204,134
"crown",49750,15419
"crp",561,185
"crr",275,118
"crs",3003,2972
"crt",271,124
"cru",223,141
"crucial",7315,6877
"crucifix",141,101
"crud",51785,21728
"cruel",484,434
"cruelt",194,166
"cruis",3820,2439
"crumbl",1528,1466
"crumpl",127,114
"crunch",1230,1135
"crusad",1102,913
"crush",7914,5250
"crutch",371,310
"cruyff",241,139
"cruz",1199,881
"cry",1903,1764
"crystal",1501,1291
"cs",4295,2793
"csa",610,294
"csab",124,106
"csc",3861,1771
"csd",1208,799
"cse",298,167
"csf",3290,1258
"csfb",1856,906
"csi",295,102
"cska",544,277
"csl",502,291
"csm",322,168
"csn",520,216
"cso",492,219
"csob",577,375
"csr",763,362
"csrc",330,143
"css",291,153
"cssd",521,163
"cst",5491,2459
"csu",2416,983
"csx",2720,554
"ct",622,365
"ctbt",292,123
"ctc",367,197
"ctk",531,302
"ctry",2338,2321
"cts",8366,2816
"ctv",148,104
"cty",3842,2076
"ctz",399,108
"cu",647,242
"cuauhtemoc",172,147
"cub",911,516
"cuba",8535,2786
"cuban",4932,1817
"cube",281,167
"cubic",7083,4078
"cuc",361,108
"cue",1060,968
"cuell",148,111
"cuff",110,104
"cui",307,129
"cukurov",146,128
"cull",1764,823
"cullin",471,286
"culmin",1112,1103
"culp",174,138
"culprit",451,439
"cult",1692,726
"cultiv",1020,832
"cultur",9446,6998
"cultus",307,101
"cum",428,284
"cumber",290,286
"cumberland",262,203
"cumhuriyet",265,265
"cummin",213,135
"cumulat",5273,3981
"cunan",846,130
"cunningham",570,333
"cuom",291,115
"cup",28529,12122
"cupertin",246,209
"cur",1239,977
"curacao",139,111
"curat",184,141
"curb",8436,7045
"cure",1105,852
"curent",138,137
"curfew",998,690
"curi",406,385
"curierul",318,225
"curios",127,123
"curl",301,231
"currenc",93466,45630
"current",104945,83118
"curricul",153,132
"currie",547,427
"curry",292,235
"curt",1058,876
"curtail",1585,1495
"curtain",530,474
"curv",5881,3899
"cush",1922,788
"cushion",1300,1243
"cusian",640,280
"cusip",4419,3897
"cust",170,147
"custod",4015,3038
"custom",44461,28349
"cut",120060,64908
"cutback",1047,929
"cutl",230,183
"cutlass",173,111
"cutoff",191,153
"cutout",898,795
"cv",1085,969
"cvrd",2184,535
"cwb",1024,389
"cwc",332,131
"cws",890,138
"cwt",7317,5575
"cy",218,152
"cyan",198,123
"cyb",224,134
"cyberspac",616,442
"cycl",7457,5813
"cyclic",2964,2193
"cyclist",198,152
"cyclon",2252,801
"cylind",504,426
"cynic",591,537
"cynth",335,333
"cypress",282,139
"cypriot",4799,1227
"cyprus",9065,3065
"cyril",237,230
"cyrix",536,182
"czar",228,196
"czarnikow",295,148
"czech",30206,11765
"czechoslovak",714,539
"czk",1872,1039
"d2",216,101
"da",1347,896
"dabbl",111,108
"dacia",363,183
"dad",210,169
"dada",374,170
"dade",1444,841
"dae",289,189
"daeh",183,104
"daewoo",4516,1866
"dag",588,313
"daga",242,225
"dagblad",600,327
"dagbladet",358,330
"dagen",1127,744
"dagest",264,145
"dah",263,128
"dahl",286,191
"dahlberg",123,113
"dai",1855,1252
"daihatsu",234,115
"daiich",328,188
"daily",50535,38472
"daiml",4529,2102
"dain",1850,998
"dairy",3582,2063
"daishin",156,140
"daiw",4136,2554
"dakar",289,171
"dakot",3043,1753
"dal",972,501
"dalai",1890,424
"dalal",161,135
"dale",1182,944
"daley",925,320
"dalget",273,128
"dalgl",306,128
"dalian",498,319
"dall",4449,2915
"dalmacij",282,279
"dalmat",206,149
"dalton",238,168
"daly",473,221
"dam",4673,1829
"damag",29292,20200
"daman",381,197
"damascus",1271,830
"dame",293,208
"dami",289,278
"damian",213,196
"dammam",162,135
"damn",467,434
"damon",528,403
"damp",4870,4594
"dampen",168,165
"dampy",191,131
"dan",5231,4619
"dana",1196,447
"danareks",618,250
"danc",2293,1555
"dane",901,651
"dang",7385,6594
"danger",5321,4709
"dangl",138,131
"daniel",6404,5747
"daniely",358,358
"danil",135,124
"danisc",254,132
"danish",9053,4898
"dank",398,147
"danmark",828,436
"danny",1134,926
"danon",467,216
"dansk",848,618
"dant",184,148
"danu",410,174
"danub",607,438
"danubius",406,153
"danvill",354,199
"dao",171,119
"dap",832,377
"dar",1672,1452
"darby",267,159
"dare",1134,1053
"dario",192,177
"dariusz",295,286
"dark",4074,3455
"darl",617,492
"darlington",192,179
"darrel",140,132
"darryl",211,202
"dart",482,227
"darwin",653,393
"daryl",227,199
"daryll",140,138
"das",302,180
"dasa",1197,411
"dascalu",153,151
"daschl",793,356
"dash",1229,1136
"dassault",1526,582
"dat",136,116
"data",94394,61647
"databas",1843,1166
"dataqu",476,224
"date",83748,61837
"daugavpil",377,258
"daught",4728,3567
"daunt",470,454
"dauphin",283,129
"dave",1566,1391
"davenport",756,477
"davi",5020,2657
"david",25078,21559
"davidson",693,448
"davison",242,166
"davo",447,329
"davor",390,366
"davy",2552,1257
"dawie",126,112
"dawkin",185,110
"dawn",2581,2401
"dawson",448,300
"dax",8741,3908
"day",269750,159941
"daya",170,132
"dayal",401,375
"daylight",491,440
"daytim",375,313
"dayton",3242,1804
"daze",147,141
"dazzl",333,309
"db",519,257
"dbr",399,128
"dbs",1425,795
"dc",1268,889
"dcb",317,158
"dcm",231,128
"dcs",218,129
"dcw",255,255
"ddb",308,196
"ddf",108,107
"ddi",308,104
"de",54040,32193
"dea",332,184
"dead",15175,11913
"deadl",214,209
"deadlin",10403,7813
"deadlock",2614,2293
"deadweight",219,191
"deaf",530,418
"deal",261405,125996
"dealt",2678,2550
"dean",6566,5051
"dear",1609,964
"dearth",716,707
"death",26569,16434
"deb",168,142
"debacl",463,439
"debakey",577,221
"debat",18750,12379
"debbie",190,160
"debentur",4766,2068
"debi",253,118
"debic",199,110
"debilit",192,183
"debit",723,499
"deborah",554,517
"debr",1793,1371
"debt",81796,42151
"debut",7528,5289
"dec",59555,23494
"dec95",167,101
"decad",13276,12055
"decatur",733,539
"decay",567,470
"deceas",216,193
"deceit",128,118
"deceiv",399,368
"decel",494,439
"decemb",97462,63839
"decent",2012,1887
"decept",538,469
"decertif",707,504
"decid",118925,79138
"decim",330,212
"decimat",204,201
"decison",120,119
"deck",1126,861
"declar",23101,17807
"declassif",237,157
"declin",69014,55238
"decod",807,430
"decommit",511,314
"decompos",138,129
"decorat",908,790
"decoupl",229,191
"decreas",7993,6619
"decree",5561,3229
"decreed",347,336
"decry",252,247
"dedicat",2061,1885
"deduc",1780,1428
"deductibl",382,292
"dee",224,142
"deed",543,479
"deem",2046,1936
"deep",14851,12788
"deepak",139,131
"deepwat",410,239
"deer",630,289
"def",936,616
"defam",244,208
"defamat",526,374
"default",3493,2266
"defe",748,681
"defeat",13397,10240
"defect",4762,2715
"defencem",335,211
"defend",64952,38527
"defer",4128,3307
"deferred",847,562
"defi",1945,1567
"defibrill",203,106
"defic",870,748
"deficit",53371,24599
"defin",10164,8748
"definit",992,962
"defl",190,105
"deflat",2300,1977
"deflect",607,562
"deflt",2780,2767
"deform",132,105
"defraud",633,524
"deft",128,128
"defunct",593,586
"defus",1745,1561
"defy",2270,2088
"degen",439,403
"degrad",425,371
"degree",7920,6233
"degum",344,340
"deguss",526,171
"deha",1159,515
"dehydr",237,214
"dejan",214,181
"dekalb",455,167
"del",6945,3455
"dela",181,175
"delafield",135,130
"delamuraz",281,110
"delawar",1925,1464
"delay",40956,26045
"delegat",12355,8720
"delet",1201,749
"delf",174,168
"delgad",282,187
"delh",10758,5749
"delha",402,202
"deli",299,227
"delib",3602,3043
"delic",248,179
"delicat",1141,1095
"delight",2228,2095
"delineat",197,180
"delinqu",582,359
"delist",1231,754
"deliv",61521,41355
"dell",3156,1670
"delo",364,301
"deloit",417,308
"delor",384,218
"delph",1030,552
"delt",6369,3424
"delud",116,104
"delug",323,309
"delux",242,102
"delvrd",154,154
"dem",3929,2384
"demand",114472,73553
"demar",199,185
"demarc",315,263
"demerg",1409,831
"demetrio",175,164
"demilit",626,457
"demirel",882,507
"demis",617,582
"demo",41030,25347
"demobil",347,236
"democr",568,550
"democrat",20984,11822
"demograph",616,529
"demokratik",128,127
"demol",1251,970
"demon",392,312
"demonstr",16004,10993
"demor",350,339
"demot",186,170
"dempsey",142,108
"demur",170,148
"demutual",368,230
"den",5876,4828
"dena",275,246
"denar",692,229
"dene",486,479
"deng",5810,1409
"deni",1061,987
"denial",1271,1145
"denim",274,170
"denis",220,210
"deniz",138,113
"denk",577,296
"denktash",854,367
"denmark",8386,5260
"denny",171,134
"denom",3937,3899
"denomin",5949,4398
"denot",1416,1375
"denounc",2961,2692
"denr",323,293
"dens",1451,1184
"denshin",152,151
"dent",2855,2269
"dentist",229,188
"denton",212,108
"denunc",126,114
"denv",3781,2535
"denw",189,175
"deny",27996,22492
"deon",121,113
"dep",393,226
"depart",48913,33478
"departur",4856,4217
"depend",18225,16574
"depict",881,784
"deplet",1464,1287
"deplor",671,581
"deploy",5502,4096
"depo",1164,729
"deport",2454,1331
"deportiv",1096,631
"depos",957,770
"deposit",34469,21509
"depot",3076,1717
"deprec",10466,8132
"depress",7633,6669
"depriv",1298,1247
"dept",590,544
"depth",2460,2144
"deput",35568,26310
"der",3824,2474
"derail",1576,1301
"derby",1676,1090
"derbyshir",412,259
"deregul",6559,4269
"derek",963,915
"derelict",122,104
"deri",352,130
"derid",195,189
"deris",108,106
"deriv",2238,2080
"derivat",9301,5729
"derivativesdesk",716,705
"dermot",126,124
"derogat",277,202
"derrick",185,171
"derry",138,102
"des",5309,3487
"desai",606,557
"desail",131,109
"desalin",179,127
"descend",1697,1541
"deschamp",186,143
"describ",4151,3861
"desert",3178,2495
"deserv",2239,2108
"desfoss",133,133
"desh",303,297
"desi",350,194
"design",23230,18526
"desimon",227,198
"desir",5479,5112
"desist",168,157
"desk",39142,38745
"desktop",1089,789
"desmons",597,581
"desp",2827,2685
"despair",439,397
"despatch",359,275
"despis",114,112
"dessert",136,102
"dest",406,406
"destabl",1327,1238
"destin",7689,6047
"destitut",357,303
"destock",175,145
"destroy",7743,6413
"destruc",2702,2332
"desulphur",182,133
"det",146,119
"detach",361,314
"detail",46137,41497
"detain",6807,4629
"dete",1099,1052
"detect",4373,3547
"detent",2733,2124
"deter",1043,949
"deterg",696,512
"deterior",4516,4092
"determin",18941,16873
"detonat",769,665
"detour",120,104
"detr",248,244
"detract",411,382
"detri",351,344
"detroit",5815,3390
"dettor",307,143
"deutch",386,204
"deutsch",15857,10220
"deutschemark",674,569
"deutschland",283,232
"deutschmark",168,148
"dev",652,597
"devalu",6268,3774
"devast",2676,2460
"deve",4598,1935
"devel",142,128
"develop",114770,78750
"devi",332,160
"deviat",1717,1250
"devic",6746,4522
"devil",832,531
"devis",770,746
"devoid",220,220
"devolut",507,360
"devon",346,247
"devot",2060,1894
"devout",146,145
"dewa",231,223
"dewan",257,181
"dewi",604,227
"dewulf",193,110
"dex",130,108
"dexia",453,164
"deza",122,115
"df1",435,141
"dfct",259,255
"dfhi",1552,998
"dfl",700,494
"dfs",509,179
"dg",662,397
"dgb",261,165
"dhab",1611,980
"dhahr",305,253
"dhaiy",145,145
"dhak",3714,1794
"dhan",242,147
"dhar",236,231
"dharmal",537,420
"dharmasen",234,137
"dhl",898,272
"di",4443,2272
"dia",605,481
"diabet",1232,584
"diabl",353,203
"diagnos",1166,977
"diagnost",1744,1121
"diagon",128,115
"dial",1174,799
"dialog",6269,4559
"diamet",421,341
"diammon",151,142
"diamons",6126,2519
"dian",2345,1158
"diaoyu",378,237
"diaoyus",402,270
"diario",960,676
"diarrhoea",261,214
"diary",1183,671
"diaz",585,420
"dick",1895,1655
"dickinson",261,162
"dickson",1006,733
"dictat",4382,3876
"dictator",173,165
"diderich",378,378
"didn",8210,7160
"didy",611,538
"die",26495,18092
"dieg",3661,2644
"diehard",162,149
"dien",591,393
"diesel",10046,5055
"diet",2332,1730
"dietmar",127,123
"dietrich",245,197
"diff",3950,3412
"differ",19908,15972
"difficult",28582,25069
"diffus",546,393
"dig",1386,1157
"digest",24330,23777
"digit",16295,8863
"dign",871,801
"dignif",208,200
"dignit",457,431
"dike",1045,252
"dil",207,165
"dilapid",230,224
"dilem",826,717
"dili",561,256
"dilig",1337,1192
"dilip",183,178
"dill",248,120
"dillon",1077,699
"dilut",17691,11846
"dim",630,599
"dimanch",137,119
"dime",445,286
"dimens",1443,1207
"dimin",2089,1997
"diminut",280,267
"dimitar",219,196
"dimitr",2035,1992
"dimitrov",262,163
"din",2498,1971
"dina",144,112
"dinam",272,116
"dinamin",207,202
"dinar",14111,3111
"dine",759,581
"ding",534,266
"dini",1350,605
"dino",264,246
"dinosaur",434,222
"dioc",182,109
"dion",228,168
"dior",231,120
"dioxid",1047,772
"dip",12317,10614
"dipak",121,115
"diplom",10504,7668
"diplomat",17516,10169
"dir",181,152
"dire",772,743
"direct",123830,89730
"director",1337,918
"directv",329,126
"dirham",7115,1612
"dirk",353,323
"dirt",444,378
"dirty",1568,1192
"dis",301,261
"disabl",1738,1194
"disadvant",1407,1338
"disaffect",238,220
"disagr",964,912
"disagree",3299,3079
"disallow",311,275
"disappear",4416,3778
"disappoint",14066,11924
"disapprov",638,572
"disarm",1070,844
"disarma",1272,733
"disarray",486,468
"disast",5524,3978
"disastr",1306,1265
"disband",800,693
"disbelief",184,179
"disbur",1094,890
"disc",2213,1200
"discard",382,357
"discern",161,159
"discharg",9601,1623
"disciplin",5116,4289
"disclaim",167,151
"disclos",8669,8221
"disclosur",2774,2102
"discomfort",212,202
"disconnect",306,252
"discont",956,875
"discontinu",5675,2889
"discord",251,236
"discount",24687,18033
"discour",2487,2373
"discov",10459,7599
"discredit",654,614
"discreet",381,363
"discrep",709,633
"discret",1256,1132
"discrimin",3697,2473
"discus",173,131
"discuss",49374,37401
"disdain",128,126
"diseas",13020,7003
"disembark",123,119
"disenchant",250,244
"diseng",118,112
"disgrac",888,824
"disgruntl",532,524
"disguis",752,705
"disgust",416,401
"dish",745,575
"dishon",161,151
"dishonor",154,147
"disillus",390,366
"disillusion",116,114
"disincent",165,160
"disinform",125,113
"disintegr",498,476
"disinvest",451,279
"disk",1616,985
"dislik",171,165
"disloc",203,182
"dislodg",271,267
"dism",942,906
"dismantl",1591,1443
"dismay",746,696
"dismemb",135,123
"dismit",13413,10641
"disney",4122,1547
"disneyland",291,204
"disobed",294,239
"disobey",156,145
"disord",1312,1101
"disp",425,379
"dispar",305,299
"dispatch",1114,1031
"dispel",681,658
"dispens",550,455
"dispers",1557,1336
"displac",2160,1720
"display",5116,4314
"displeas",112,110
"displeasur",288,277
"dispos",7711,6077
"disproport",477,448
"disput",22339,15839
"disqualif",973,711
"disquiet",181,178
"disregard",612,578
"disrespect",121,112
"disrupt",6810,5701
"dissatisf",518,488
"dissatisfact",575,539
"dissemin",434,390
"dissent",1398,1180
"dissid",4047,2350
"dissip",548,505
"dissolut",3326,2470
"dissuad",309,302
"dist",12454,8376
"distast",109,105
"distill",5899,3706
"distinct",1857,1777
"distingu",807,777
"distort",1727,1529
"distract",741,690
"distrapr",105,105
"distraught",155,151
"distress",1125,1011
"distribut",30829,22548
"district",25794,16591
"distrust",396,373
"disturb",2573,2299
"disus",127,125
"dit",181,128
"ditch",1344,1257
"dither",143,132
"div",24328,18163
"divain",220,217
"dive",3690,2847
"diverg",1049,912
"divers",2079,1817
"diversif",5813,5087
"divert",2156,1898
"divest",2919,2194
"divestitur",818,655
"divid",46104,31408
"dividend",56124,25327
"divin",180,169
"divorc",1714,1115
"divulg",264,257
"diwal",177,116
"dixon",874,427
"diy",208,167
"diyar",236,235
"diyarbakir",258,185
"dizzy",373,359
"djakart",534,303
"dji",470,454
"djia",327,288
"djindj",502,290
"djiwandon",281,144
"djorkaeff",277,207
"djukanov",268,129
"dkb",2133,1044
"dkk",416,388
"dkr",129,104
"dla",242,134
"dlj",1323,535
"dlouh",412,189
"dlr",6281,5644
"dluhop",1200,224
"dm",1521,798
"dmar",212,111
"dmg",1412,726
"dmitr",680,604
"dmk",564,387
"dn",4962,1402
"dna",820,466
"dnb",489,169
"dnc",393,158
"dne",306,301
"dnevn",305,300
"dnevnik",442,425
